set_id,draw_order,semantic_control_indices,episodic_control_indices,semantic_control_labels,episodic_control_labels,mean_standardized_match_distance
204,semantic_first,39;237;18;268;84;199;11;278;154;245;218;88;16,37;349;177;185;156;300;97;306;86;296;105;251;52;230;66;234;235;202;261,L_24dd;R_33pr;L_V3B;R_a10p;L_a9-46v;R_LO1;L_55b;R_43;L_PHA2;R_47m;R_5L;L_a10p;L_IPS1,L_23c;R_p10p;L_PI;R_V4;L_FST;R_ProS;L_s6-8;R_PHA3;L_9a;R_AIP;L_PoI2;R_10d;L_3a;R_1;L_8Av;R_6mp;R_6v;R_MT;R_IFSa,0.9407205909286791
205,episodic_first,80;185;35;271;1;332;61;325;164;243;347;168;107,166;181;53;195;143;300;94;319;86;221;2;331;41;229;48;295;227;279;257,L_IFSp;R_V4;L_5m;R_13l;L_MST;R_VMV1;L_d32;R_IP0;L_s32;R_p32;R_Ig;L_FOP5;L_FOP4,L_PoI1;R_MST;L_6d;R_V7;L_IP2;R_ProS;L_LIPd;R_TPOJ2;L_9a;R_7AL;L_V6;R_V6A;L_7AL;R_MIP;L_VIP;R_PFt;R_LIPv;R_OP4;R_6r,0.8833328207912171
206,semantic_first,39;319;63;359;61;202;116;189;22;297;207;93;53,77;200;38;323;167;185;15;326;140;256;97;288;147;296;41;226;325;289;234,L_24dd;R_TPOJ2;L_p32;R_p24;L_d32;R_MT;L_AIP;R_FEF;L_MT;R_EC;R_STV;L_47s;L_6d,L_6r;R_LO2;L_5L;R_IP2;L_Ig;R_V4;L_V7;R_PFop;L_TPOJ3;R_a47r;L_s6-8;R_MI;L_PF;R_AIP;L_7AL;R_7PC;R_IP0;R_Pir;R_6mp,0.914719709291463
207,episodic_first,96;237;111;337;6;238;61;256;20;243;316;91;129,12;284;5;266;145;274;139;355;70;217;157;309;46;234;50;205;325;241;233,L_i6-8;R_33pr;L_AAIC;R_V3CD;L_V8;R_a24pr;L_d32;R_a47r;L_LO2;R_p32;R_PHT;L_13l;L_STSvp,L_V3A;R_PFcm;L_V4;R_9a;L_IP0;R_LIPd;L_TPOJ2;R_STSva;L_9p;R_23c;L_V3CD;R_STSvp;L_7PC;R_6mp;L_1;R_SFL;R_IP0;R_d32;R_6d,0.957089874565678
208,semantic_first,52;252;109;338;20;199;170;184;159;334;198;82;16,138;215;53;269;18;250;146;326;94;357;49;309;50;328;66;188;229;181;205,L_3a;R_8C;L_Pir;R_LO3;L_LO2;R_LO1;L_p47r;R_V3;L_VMV2;R_PHA2;R_V3B;L_p9-46v;L_IPS1,L_TPOJ1;R_5m;L_6d;R_10pp;L_V3B;R_9p;L_PFop;R_PFop;L_LIPd;R_PI;L_MIP;R_STSvp;L_1;R_PFm;L_8Av;R_3b;R_MIP;R_MST;R_SFL,0.8814552541610143
209,episodic_first,47;227;125;305;153;349;11;278;20;342;355;82;38,175;180;116;185;146;293;18;319;49;323;145;295;54;308;148;226;234;336;189,L_LIPv;R_LIPv;L_PHA1;R_PHA1;L_VMV3;R_p10p;L_55b;R_43;L_LO2;R_VVC;R_STSva;L_p9-46v;L_5L,L_STSva;R_V1;L_AIP;R_V4;L_PFop;R_FOP3;L_V3B;R_TPOJ2;L_MIP;R_IP2;L_IP0;R_PFt;L_6mp;R_STSdp;L_PFm;R_7PC;R_6mp;R_FST;R_FEF,0.8907349953670847
210,semantic_first,5;275;111;190;10;238;110;220;19;332;355;78;114,146;358;71;342;98;207;139;319;157;357;86;208;107;234;41;188;221;181;260,L_V4;R_6a;L_AAIC;R_PEF;L_PEF;R_a24pr;L_AVI;R_24dv;L_LO1;R_VMV1;R_STSva;L_IFJa;L_FOP2,L_PFop;R_a32pr;L_10d;R_VVC;L_43;R_STV;L_TPOJ2;R_TPOJ2;L_V3CD;R_PI;L_9a;R_7Pm;L_FOP4;R_6mp;L_7AL;R_3b;R_7AL;R_MST;R_IFSp,1.0461905649543908
211,episodic_first,107;275;140;305;65;190;96;253;61;301;320;19;115,144;192;129;295;100;195;139;319;18;274;79;326;137;235;54;232;205;337;189,L_FOP4;R_6a;L_TPOJ3;R_PHA1;L_47m;R_PEF;L_i6-8;R_44;L_d32;R_PeEc;R_TPOJ3;L_LO1;L_PFt,L_IP1;R_V3A;L_STSvp;R_PFt;L_OP1;R_V7;L_TPOJ2;R_TPOJ2;L_V3B;R_LIPd;L_IFJp;R_PFop;L_PH;R_6v;L_6mp;R_3a;R_SFL;R_V3CD;R_FEF,0.8858183673920526
212,semantic_first,70;185;157;337;19;238;107;325;118;345;229;6;38,146;279;143;225;98;245;139;326;2;261;109;215;148;346;95;295;189;349;296,L_9p;R_V4;L_V3CD;R_V3CD;L_LO1;R_a24pr;L_FOP4;R_IP0;L_PreS;R_pOFC;R_MIP;L_V8;L_5L,L_PFop;R_OP4;L_IP2;R_7PL;L_43;R_47m;L_TPOJ2;R_PFop;L_V6;R_IFSa;L_Pir;R_5m;L_PFm;R_PoI1;L_6a;R_PFt;R_FEF;R_p10p;R_AIP,0.9900299973896112
213,episodic_first,73;228;165;258;6;350;84;239;125;274;207;71;101,145;294;16;309;156;198;167;225;146;300;175;295;141;218;30;233;296;220;234,L_44;R_VIP;L_pOFC;R_IFJa;L_V8;R_p47r;L_a9-46v;R_p32pr;L_PHA1;R_LIPd;R_STV;L_10d;L_OP2-3,L_IP0;R_FOP2;L_IPS1;R_STSvp;L_FST;R_V3B;L_Ig;R_7PL;L_PFop;R_ProS;L_STSva;R_PFt;L_DVT;R_5L;L_POS1;R_6d;R_AIP;R_24dv;R_6mp,0.867370979306642
214,semantic_first,17;189;18;272;10;332;4;196;22;274;279;19;16,144;199;76;221;24;358;146;269;113;326;2;347;8;229;46;328;323;202;288,L_FFC;R_FEF;L_V3B;R_OFC;L_PEF;R_VMV1;L_V3;R_IPS1;L_MT;R_LIPd;R_OP4;L_LO1;L_IPS1,L_IP1;R_LO1;L_a47r;R_7AL;L_PSL;R_a32pr;L_PFop;R_10pp;L_FOP3;R_PFop;L_V6;R_Ig;L_3b;R_MIP;L_7PC;R_PFm;R_IP2;R_MT;R_MI,1.0061331596747884
215,episodic_first,96;261;97;251;61;349;107;205;19;243;207;116;4,59;292;114;286;100;306;139;344;157;274;45;320;46;217;50;234;188;316;296,L_i6-8;R_IFSa;L_s6-8;R_10d;L_d32;R_p10p;L_FOP4;R_SFL;L_LO1;R_p32;R_STV;L_AIP;L_V3,L_p32pr;R_FOP1;L_FOP2;R_TA2;L_OP1;R_PHA3;L_TPOJ2;R_s32;L_V3CD;R_LIPd;L_7PL;R_TPOJ3;L_7PC;R_23c;L_1;R_6mp;R_3b;R_PHT;R_AIP,0.9481366117619041
216,semantic_first,83;196;158;339;71;271;42;227;91;298;357;81;90,55;337;129;207;167;326;113;331;105;300;45;195;148;230;43;235;184;249;189,L_46;R_IPS1;L_LO3;R_VMV2;L_10d;R_13l;L_SCEF;R_LIPv;L_13l;R_PreS;R_PI;L_IFSa;L_11l,L_6v;R_V3CD;L_STSvp;R_STV;L_Ig;R_PFop;L_FOP3;R_V6A;L_PoI2;R_ProS;L_7PL;R_V7;L_PFm;R_1;L_6ma;R_6v;R_V3;R_8BL;R_FEF,1.0213623003976708
217,episodic_first,52;188;125;272;118;264;71;296;165;269;215;72;112,37;280;137;357;100;245;157;218;146;235;15;195;74;257;54;252;221;316;275,L_3a;R_3b;L_PHA1;R_OFC;L_PreS;R_a9-46v;L_10d;R_AIP;L_pOFC;R_10pp;R_5m;L_8C;L_FOP1,L_23c;R_OP1;L_PH;R_PI;L_OP1;R_47m;L_V3CD;R_5L;L_PFop;R_6v;L_V7;R_V7;L_45;R_6r;L_6mp;R_8C;R_7AL;R_PHT;R_6a,0.9484679490034182
218,semantic_first,80;250;125;239;126;289;42;275;22;345;229;20;177,73;284;71;266;146;349;143;331;59;207;2;288;43;346;166;231;205;336;217,L_IFSp;R_9p;L_PHA1;R_p32pr;L_PHA3;R_Pir;L_SCEF;R_6a;L_MT;R_pOFC;R_MIP;L_LO2;L_PI,L_44;R_PFcm;L_10d;R_9a;L_PFop;R_p10p;L_IP2;R_V6A;L_p32pr;R_STV;L_V6;R_MI;L_6ma;R_PoI1;L_PoI1;R_2;R_SFL;R_FST;R_23c,0.9906896452826935
219,episodic_first,83;196;122;264;1;268;81;250;35;301;225;11;47,146;279;115;274;104;245;38;300;139;221;157;355;24;253;147;218;205;337;227,L_46;R_IPS1;L_STGa;R_a9-46v;L_MST;R_a10p;L_IFSa;R_9p;L_5m;R_PeEc;R_7PL;L_55b;L_LIPv,L_PFop;R_OP4;L_PFt;R_LIPd;L_PFcm;R_47m;L_5L;R_ProS;L_TPOJ2;R_7AL;L_V3CD;R_STSva;L_PSL;R_44;L_PF;R_5L;R_SFL;R_V3CD;R_LIPv,0.9078527259726848
220,semantic_first,86;275;79;289;21;272;136;237;89;359;288;116;112,73;181;169;218;80;198;27;195;175;357;2;225;24;323;51;224;319;348;228,L_9a;R_6a;L_IFJp;R_Pir;L_PIT;R_OFC;L_PHT;R_33pr;L_10pp;R_p24;R_MI;L_AIP;L_FOP1,L_44;R_MST;L_p10p;R_5L;L_IFSp;R_V3B;L_STV;R_V7;L_STSva;R_PI;L_V6;R_7PL;L_PSL;R_IP2;L_2;R_7Am;R_TPOJ2;R_FOP5;R_VIP,1.0157546726629203
221,episodic_first,39;190;79;272;153;273;67;189;154;197;293;91;104,27;268;3;225;145;286;139;309;105;300;55;317;129;319;54;346;278;337;188,L_24dd;R_PEF;L_IFJp;R_OFC;L_VMV3;R_47s;L_8Ad;R_FEF;L_PHA2;R_FFC;R_FOP3;L_13l;L_PFcm,L_STV;R_a10p;L_V2;R_7PL;L_IP0;R_TA2;L_TPOJ2;R_STSvp;L_PoI2;R_ProS;L_6v;R_PH;L_STSvp;R_TPOJ2;L_6mp;R_PoI1;R_43;R_V3CD;R_3b,0.8703445637060299
222,semantic_first,59;291;17;336;81;350;57;266;165;198;293;99;47,128;192;101;195;18;331;27;218;157;227;79;349;46;308;107;285;205;249;187,L_p32pr;R_AAIC;L_FFC;R_FST;L_IFSa;R_p47r;L_33pr;R_9a;L_pOFC;R_V3B;R_FOP3;L_OP4;L_LIPv,L_STSdp;R_V3A;L_OP2-3;R_V7;L_V3B;R_V6A;L_STV;R_5L;L_V3CD;R_LIPv;L_IFJp;R_p10p;L_7PC;R_STSdp;L_FOP4;R_PoI2;R_SFL;R_8BL;R_4,1.0210357044207736
223,episodic_first,96;260;152;337;21;198;57;255;61;332;288;75;16,55;331;113;235;151;355;167;274;94;296;105;227;104;226;141;230;208;279;257,L_i6-8;R_IFSp;L_VMV1;R_V3CD;L_PIT;R_V3B;L_33pr;R_47l;L_d32;R_VMV1;R_MI;L_47l;L_IPS1,L_6v;R_V6A;L_FOP3;R_6v;L_V6A;R_STSva;L_Ig;R_LIPd;L_LIPd;R_AIP;L_PoI2;R_LIPv;L_PFcm;R_7PC;L_DVT;R_1;R_7Pm;R_OP4;R_6r,0.9629567690908237
224,semantic_first,52;291;17;271;84;245;141;288;19;306;184;69;100,128;284;169;266;146;238;79;269;18;300;167;349;156;226;49;285;218;358;275,L_3a;R_AAIC;L_FFC;R_13l;L_a9-46v;R_47m;L_DVT;R_MI;L_LO1;R_PHA3;R_V3;L_8BL;L_OP1,L_STSdp;R_PFcm;L_p10p;R_9a;L_PFop;R_a24pr;L_IFJp;R_10pp;L_V3B;R_ProS;L_Ig;R_p10p;L_FST;R_7PC;L_MIP;R_PoI2;R_5L;R_a32pr;R_6a,0.8959863866438853
225,episodic_first,136;237;159;220;20;198;42;189;89;238;207;93;74,146;241;3;295;115;185;49;250;139;195;86;355;148;285;95;221;229;201;296,L_PHT;R_33pr;L_VMV2;R_24dv;L_LO2;R_V3B;L_SCEF;R_FEF;L_10pp;R_a24pr;R_STV;L_47s;L_45,L_PFop;R_d32;L_V2;R_PFt;L_PFt;R_V4;L_MIP;R_9p;L_TPOJ2;R_V7;L_9a;R_STSva;L_PFm;R_PoI2;L_6a;R_7AL;R_MIP;R_PIT;R_AIP,0.8592377067022334
226,semantic_first,96;263;151;339;121;238;42;288;154;302;273;61;0,46;336;112;309;94;331;143;357;179;300;48;195;30;208;83;231;250;255;221,L_i6-8;R_46;L_V6A;R_VMV2;L_PeEc;R_a24pr;L_SCEF;R_MI;L_PHA2;R_STGa;R_47s;L_d32;L_V1,L_7PC;R_FST;L_FOP1;R_STSvp;L_LIPd;R_V6A;L_IP2;R_PI;L_p24;R_ProS;L_VIP;R_V7;L_POS1;R_7Pm;L_46;R_2;R_9p;R_47l;R_7AL,0.8586618897722952
227,episodic_first,80;275;140;245;159;268;96;237;35;302;198;22;156,46;289;116;323;98;251;55;218;151;300;109;355;37;224;44;232;189;201;296,L_IFSp;R_6a;L_TPOJ3;R_47m;L_VMV2;R_a10p;L_i6-8;R_33pr;L_5m;R_STGa;R_V3B;L_MT;L_FST,L_7PC;R_Pir;L_AIP;R_IP2;L_43;R_10d;L_6v;R_5L;L_V6A;R_ProS;L_Pir;R_STSva;L_23c;R_7Am;L_7Am;R_3a;R_FEF;R_PIT;R_AIP,0.9592447504632287
228,semantic_first,166;317;158;245;153;251;61;288;84;274;358;76;0,2;284;74;221;79;278;49;309;139;225;146;218;129;233;36;232;275;220;227,L_PoI1;R_PH;L_LO3;R_47m;L_VMV3;R_10d;L_d32;R_MI;L_a9-46v;R_LIPd;R_a32pr;L_a47r;L_V1,L_V6;R_PFcm;L_45;R_7AL;L_IFJp;R_43;L_MIP;R_STSvp;L_TPOJ2;R_7PL;L_PFop;R_5L;L_STSvp;R_6d;L_5mv;R_3a;R_6a;R_24dv;R_LIPv,0.9852838326755323
229,episodic_first,129;205;15;268;6;271;170;189;84;344;198;168;53,37;219;5;323;115;331;48;332;105;185;108;227;104;285;54;228;218;200;235,L_STSvp;R_SFL;L_V7;R_a10p;L_V8;R_13l;L_p47r;R_FEF;L_a9-46v;R_s32;R_V3B;L_FOP5;L_6d,L_23c;R_24dd;L_V4;R_IP2;L_PFt;R_V6A;L_VIP;R_VMV1;L_PoI2;R_V4;L_MI;R_LIPv;L_PFcm;R_PoI2;L_6mp;R_VIP;R_5L;R_LO2;R_6v,0.9112822639366995
230,semantic_first,83;263;140;298;21;264;17;210;10;301;331;99;169,49;292;78;357;24;339;157;326;18;232;28;225;30;205;43;217;257;202;235,L_46;R_46;L_TPOJ3;R_PreS;L_PIT;R_a9-46v;L_FFC;R_POS1;L_PEF;R_PeEc;R_V6A;L_OP4;L_p10p,L_MIP;R_FOP1;L_IFJa;R_PI;L_PSL;R_VMV2;L_V3CD;R_PFop;L_V3B;R_3a;L_7Pm;R_7PL;L_POS1;R_SFL;L_6ma;R_23c;R_6r;R_MT;R_6v,0.8731335609747293
231,episodic_first,77;257;179;348;91;298;71;250;84;334;288;4;78,105;199;169;195;5;286;24;251;79;291;59;320;166;328;37;232;325;202;189,L_6r;R_6r;L_p24;R_FOP5;L_13l;R_PreS;L_10d;R_9p;L_a9-46v;R_PHA2;R_MI;L_V3;L_IFJa,L_PoI2;R_LO1;L_p10p;R_V7;L_V4;R_TA2;L_PSL;R_10d;L_IFJp;R_AAIC;L_p32pr;R_TPOJ3;L_PoI1;R_PFm;L_23c;R_3a;R_IP0;R_MT;R_FEF,1.0012091903254954
232,semantic_first,166;252;97;349;10;271;61;278;154;259;293;168;16,146;284;38;235;24;339;151;207;17;266;55;295;47;327;141;231;208;202;317,L_PoI1;R_8C;L_s6-8;R_p10p;L_PEF;R_13l;L_d32;R_43;L_PHA2;R_IFJp;R_FOP3;L_FOP5;L_IPS1,L_PFop;R_PFcm;L_5L;R_6v;L_PSL;R_VMV2;L_V6A;R_STV;L_FFC;R_9a;L_6v;R_PFt;L_LIPv;R_PF;L_DVT;R_2;R_7Pm;R_MT;R_PH,0.9490679938116067
233,episodic_first,52;257;151;305;153;199;67;288;22;245;355;75;141,80;279;76;326;145;273;140;218;86;221;144;293;156;235;83;327;321;192;189,L_3a;R_6r;L_V6A;R_PHA1;L_VMV3;R_LO1;L_8Ad;R_MI;L_MT;R_47m;R_STSva;L_47l;L_DVT,L_IFSp;R_OP4;L_a47r;R_PFop;L_IP0;R_47s;L_TPOJ3;R_5L;L_9a;R_7AL;L_IP1;R_FOP3;L_FST;R_6v;L_46;R_PF;R_DVT;R_V3A;R_FEF,0.8879935500993559
234,semantic_first,52;221;140;198;88;268;136;237;61;238;320;90;100,59;316;116;261;169;195;27;235;105;300;179;358;8;227;128;224;278;181;253,L_3a;R_7AL;L_TPOJ3;R_V3B;L_a10p;R_a10p;L_PHT;R_33pr;L_d32;R_a24pr;R_TPOJ3;L_11l;L_OP1,L_p32pr;R_PHT;L_AIP;R_IFSa;L_p10p;R_V7;L_STV;R_6v;L_PoI2;R_ProS;L_p24;R_a32pr;L_3b;R_LIPv;L_STSdp;R_7Am;R_43;R_MST;R_44,0.9412809966838263
235,episodic_first,143;221;165;258;118;186;96;355;21;342;250;78;116,48;281;101;323;24;358;167;185;179;300;139;278;74;308;46;228;288;249;210,L_IP2;R_7AL;L_pOFC;R_IFJa;L_PreS;R_V8;L_i6-8;R_STSva;L_PIT;R_VVC;R_9p;L_IFJa;L_AIP,L_VIP;R_OP2-3;L_OP2-3;R_IP2;L_PSL;R_a32pr;L_Ig;R_V4;L_p24;R_ProS;L_TPOJ2;R_43;L_45;R_STSdp;L_7PC;R_VIP;R_MI;R_8BL;R_POS1,0.9229404431019135
236,semantic_first,73;208;18;305;88;338;76;230;162;298;182;168;53,83;280;74;218;143;357;24;274;158;291;27;198;166;253;128;346;321;348;217,L_44;R_7Pm;L_V3B;R_PHA1;L_a10p;R_LO3;L_a47r;R_1;L_VVC;R_PreS;R_V6;L_FOP5;L_6d,L_46;R_OP1;L_45;R_5L;L_IP2;R_PI;L_PSL;R_LIPd;L_LO3;R_AAIC;L_STV;R_V3B;L_PoI1;R_44;L_STSdp;R_PoI1;R_DVT;R_FOP5;R_23c,0.9933650714565176
237,episodic_first,128;190;125;197;92;332;110;256;121;198;274;90;100,143;202;91;300;24;349;79;285;48;326;109;225;30;308;50;296;317;337;234,L_STSdp;R_PEF;L_PHA1;R_FFC;L_OFC;R_VMV1;L_AVI;R_a47r;L_PeEc;R_V3B;R_LIPd;L_11l;L_OP1,L_IP2;R_MT;L_13l;R_ProS;L_PSL;R_p10p;L_IFJp;R_PoI2;L_VIP;R_PFop;L_Pir;R_7PL;L_POS1;R_STSdp;L_1;R_AIP;R_PH;R_V3CD;R_6mp,0.8467698381688672
238,semantic_first,107;237;17;198;75;337;52;223;22;332;218;93;101,49;200;53;195;80;215;139;319;108;317;27;269;129;224;14;346;233;336;232,L_FOP4;R_33pr;L_FFC;R_V3B;L_47l;R_V3CD;L_3a;R_6ma;L_MT;R_VMV1;R_5L;L_47s;L_OP2-3,L_MIP;R_LO2;L_6d;R_V7;L_IFSp;R_5m;L_TPOJ2;R_TPOJ2;L_MI;R_PH;L_STV;R_10pp;L_STSvp;R_7Am;L_POS2;R_PoI1;R_6d;R_FST;R_3a,0.8931133292990759
239,episodic_first,136;309;158;245;159;271;40;196;6;359;355;92;143,129;182;112;323;94;339;2;195;139;185;55;331;46;226;3;328;205;199;296,L_PHT;R_STSvp;L_LO3;R_47m;L_VMV2;R_13l;L_24dv;R_IPS1;L_V8;R_p24;R_STSva;L_OFC;L_IP2,L_STSvp;R_V6;L_FOP1;R_IP2;L_LIPd;R_VMV2;L_V6;R_V7;L_TPOJ2;R_V4;L_6v;R_V6A;L_7PC;R_7PC;L_V2;R_PFm;R_SFL;R_LO1;R_AIP,0.9227811420493801
240,semantic_first,96;205;15;272;88;245;84;237;165;345;355;93;4,55;337;129;269;80;326;38;198;59;300;139;185;3;285;66;252;230;255;229,L_i6-8;R_SFL;L_V7;R_OFC;L_a10p;R_47m;L_a9-46v;R_33pr;L_pOFC;R_pOFC;R_STSva;L_47s;L_V3,L_6v;R_V3CD;L_STSvp;R_10pp;L_IFSp;R_PFop;L_5L;R_V3B;L_p32pr;R_ProS;L_TPOJ2;R_V4;L_V2;R_PoI2;L_8Av;R_8C;R_1;R_47l;R_MIP,0.8870508935214124
241,episodic_first,43;185;152;197;20;264;61;250;88;339;225;93;113,55;279;5;319;114;320;27;218;17;263;138;215;14;253;46;308;229;336;260,L_6ma;R_V4;L_VMV1;R_FFC;L_LO2;R_a9-46v;L_d32;R_9p;L_a10p;R_VMV2;R_7PL;L_47s;L_FOP3,L_6v;R_OP4;L_V4;R_TPOJ2;L_FOP2;R_TPOJ3;L_STV;R_5L;L_FFC;R_46;L_TPOJ1;R_5m;L_POS2;R_44;L_7PC;R_STSdp;R_MIP;R_FST;R_IFSp,0.9239717756291075
242,semantic_first,73;188;152;305;84;349;91;254;155;238;227;1;53,145;199;104;317;157;225;140;195;49;323;151;198;47;231;43;221;252;192;205,L_44;R_3b;L_VMV1;R_PHA1;L_a9-46v;R_p10p;L_13l;R_45;L_V4t;R_a24pr;R_LIPv;L_MST;L_6d,L_IP0;R_LO1;L_PFcm;R_PH;L_V3CD;R_7PL;L_TPOJ3;R_V7;L_MIP;R_IP2;L_V6A;R_V3B;L_LIPv;R_2;L_6ma;R_7AL;R_8C;R_V3A;R_SFL,0.984109900570834
243,episodic_first,17;237;140;201;159;337;11;256;1;332;316;20;112,48;202;38;295;101;325;109;274;179;208;2;225;166;323;107;187;196;181;257,L_FFC;R_33pr;L_TPOJ3;R_PIT;L_VMV2;R_V3CD;L_55b;R_a47r;L_MST;R_VMV1;R_PHT;L_LO2;L_FOP1,L_VIP;R_MT;L_5L;R_PFt;L_OP2-3;R_IP0;L_Pir;R_LIPd;L_p24;R_7Pm;L_V6;R_7PL;L_PoI1;R_IP2;L_FOP4;R_4;R_IPS1;R_MST;R_6r,0.877764348908427
244,semantic_first,66;295;89;255;125;202;70;321;21;306;347;20;104,37;180;99;259;80;245;105;251;151;185;145;273;147;231;73;208;207;336;317,L_8Av;R_PFt;L_10pp;R_47l;L_PHA1;R_MT;L_9p;R_DVT;L_PIT;R_PHA3;R_Ig;L_LO2;L_PFcm,L_23c;R_V1;L_OP4;R_IFJp;L_IFSp;R_47m;L_PoI2;R_10d;L_V6A;R_V4;L_IP0;R_47s;L_PF;R_2;L_44;R_7Pm;R_STV;R_FST;R_PH,0.9817495281534743
245,episodic_first,45;259;22;320;84;331;40;220;91;342;325;21;129,12;200;113;225;100;339;94;295;48;228;28;196;115;188;95;234;227;255;261,L_7PL;R_IFJp;L_MT;R_TPOJ3;L_a9-46v;R_V6A;L_24dv;R_24dv;L_13l;R_VVC;R_IP0;L_PIT;L_STSvp,L_V3A;R_LO2;L_FOP3;R_7PL;L_OP1;R_VMV2;L_LIPd;R_PFt;L_VIP;R_VIP;L_7Pm;R_IPS1;L_PFt;R_3b;L_6a;R_6mp;R_LIPv;R_47l;R_IFSa,1.01746555776782
246,semantic_first,83;257;111;198;22;332;39;348;155;236;184;96;107,48;219;101;195;145;271;97;355;175;261;79;320;54;205;14;231;278;264;296,L_46;R_6r;L_AAIC;R_V3B;L_MT;R_VMV1;L_24dd;R_FOP5;L_V4t;R_p24pr;R_V3;L_i6-8;L_FOP4,L_VIP;R_24dd;L_OP2-3;R_V7;L_IP0;R_13l;L_s6-8;R_STSva;L_STSva;R_IFSa;L_IFJp;R_TPOJ3;L_6mp;R_SFL;L_POS2;R_2;R_43;R_a9-46v;R_AIP,1.0477794003768812
247,episodic_first,129;288;164;272;61;245;143;317;60;250;347;99;116,175;289;5;300;156;342;146;232;79;207;139;218;52;295;141;205;257;202;189,L_STSvp;R_MI;L_s32;R_OFC;L_d32;R_47m;L_IP2;R_PH;L_a24;R_9p;R_Ig;L_OP4;L_AIP,L_STSva;R_Pir;L_V4;R_ProS;L_FST;R_VVC;L_PFop;R_3a;L_IFJp;R_STV;L_TPOJ2;R_5L;L_3a;R_PFt;L_DVT;R_SFL;R_6r;R_MT;R_FEF,1.0751467863847042
248,semantic_first,3;265;111;339;88;197;4;210;93;198;218;75;47,38;325;101;286;129;355;12;185;55;195;105;208;53;233;77;205;235;219;189,L_V2;R_9-46d;L_AAIC;R_VMV2;L_a10p;R_FFC;L_V3;R_POS1;L_47s;R_V3B;R_5L;L_47l;L_LIPv,L_5L;R_IP0;L_OP2-3;R_TA2;L_STSvp;R_STSva;L_V3A;R_V4;L_6v;R_V7;L_PoI2;R_7Pm;L_6d;R_6d;L_6r;R_SFL;R_6v;R_24dd;R_FEF,1.0429705753745866
249,episodic_first,45;317;79;198;22;339;40;349;20;259;293;118;115,12;180;78;323;98;306;27;274;108;319;48;227;141;235;83;296;325;249;234,L_7PL;R_PH;L_IFJp;R_V3B;L_MT;R_VMV2;L_24dv;R_p10p;L_LO2;R_IFJp;R_FOP3;L_PreS;L_PFt,L_V3A;R_V1;L_IFJa;R_IP2;L_43;R_PHA3;L_STV;R_LIPd;L_MI;R_TPOJ2;L_VIP;R_LIPv;L_DVT;R_6v;L_46;R_AIP;R_IP0;R_8BL;R_6mp,0.9444127637487322
250,semantic_first,129;221;179;251;6;255;5;254;89;332;325;99;0,36;294;115;218;169;238;2;198;145;342;146;323;52;253;41;231;293;241;205,L_STSvp;R_7AL;L_p24;R_10d;L_V8;R_47l;L_V4;R_45;L_10pp;R_VMV1;R_IP0;L_OP4;L_V1,L_5mv;R_FOP2;L_PFt;R_5L;L_p10p;R_a24pr;L_V6;R_V3B;L_IP0;R_VVC;L_PFop;R_IP2;L_3a;R_44;L_7AL;R_2;R_FOP3;R_d32;R_SFL,0.9599237430465212
251,episodic_first,52;222;155;251;20;255;85;239;165;359;358;1;156,2;215;74;235;80;271;146;357;59;326;49;207;148;231;143;296;208;220;230,L_3a;R_SCEF;L_V4t;R_10d;L_LO2;R_47l;L_9-46d;R_p32pr;L_pOFC;R_p24;R_a32pr;L_MST;L_FST,L_V6;R_5m;L_45;R_6v;L_IFSp;R_13l;L_PFop;R_PI;L_p32pr;R_PFop;L_MIP;R_STV;L_PFm;R_2;L_IP2;R_AIP;R_7Pm;R_24dv;R_1,0.9854084479857241
252,semantic_first,43;189;122;197;61;245;178;205;65;306;274;84;156,9;292;115;208;24;286;105;332;175;235;28;309;128;319;147;218;253;249;275,L_6ma;R_FEF;L_STGa;R_FFC;L_d32;R_47m;L_a32pr;R_SFL;L_47m;R_PHA3;R_LIPd;L_a9-46v;L_FST,L_FEF;R_FOP1;L_PFt;R_7Pm;L_PSL;R_TA2;L_PoI2;R_VMV1;L_STSva;R_6v;L_7Pm;R_STSvp;L_STSdp;R_TPOJ2;L_PF;R_5L;R_44;R_8BL;R_6a,0.9318064113755898
253,episodic_first,166;266;18;289;65;201;81;190;1;195;198;19;4,36;294;38;300;98;207;94;323;139;221;146;278;104;188;43;185;227;337;208,L_PoI1;R_9a;L_V3B;R_Pir;L_47m;R_PIT;L_IFSa;R_PEF;L_MST;R_V7;R_V3B;L_LO1;L_V3,L_5mv;R_FOP2;L_5L;R_ProS;L_43;R_STV;L_LIPd;R_IP2;L_TPOJ2;R_7AL;L_PFop;R_43;L_PFcm;R_3b;L_6ma;R_V4;R_LIPv;R_V3CD;R_7Pm,0.8873491291935081
254,semantic_first,86;205;63;198;89;245;82;229;165;298;355;4;156,143;358;91;235;128;326;94;195;105;185;139;218;24;285;147;226;288;294;256,L_9a;R_SFL;L_p32;R_V3B;L_10pp;R_47m;L_p9-46v;R_MIP;L_pOFC;R_PreS;R_STSva;L_V3;L_FST,L_IP2;R_a32pr;L_13l;R_6v;L_STSdp;R_PFop;L_LIPd;R_V7;L_PoI2;R_V4;L_TPOJ2;R_5L;L_PSL;R_PoI2;L_PF;R_7PC;R_MI;R_FOP2;R_a47r,0.9634830058875306
